,loss,accuracy,val_loss,val_accuracy,lr
0,0.665128767490387,0.6157567501068115,0.6416935324668884,0.6251546740531921,0.001
1,0.6407099366188049,0.6416898965835571,0.6318092346191406,0.646079421043396,0.001
2,0.631159782409668,0.6529688239097595,0.619145393371582,0.6602542400360107,0.001
3,0.626232922077179,0.6573566198348999,0.609652578830719,0.6734165549278259,0.001
4,0.6222711801528931,0.6586785912513733,0.6140146255493164,0.6755540370941162,0.001
5,0.6178322434425354,0.664557158946991,0.6066601276397705,0.6783665418624878,0.001
6,0.6144617199897766,0.6672292351722717,0.6074820160865784,0.6794915199279785,0.001
7,0.6104748249053955,0.6701825261116028,0.6055558323860168,0.6722915768623352,0.001
8,0.6089602112770081,0.6716451644897461,0.6089766621589661,0.6733040809631348,0.001
9,0.6047794222831726,0.6751328706741333,0.6094585061073303,0.6719540953636169,0.001
10,0.6039208173751831,0.6755829453468323,0.6029860377311707,0.6793789863586426,0.001
11,0.6019030809402466,0.6788737773895264,0.609005868434906,0.6697041392326355,0.001
12,0.5967814326286316,0.6833459734916687,0.6095165014266968,0.672179102897644,0.001
13,0.5974111557006836,0.6826709508895874,0.6022477746009827,0.6856788992881775,0.001
14,0.5939211249351501,0.684780478477478,0.6029524207115173,0.6816290020942688,0.001
15,0.5934669971466064,0.6859899163246155,0.6066709756851196,0.673754096031189,0.001
16,0.5893077254295349,0.6894776821136475,0.6106879711151123,0.6774665117263794,0.001
17,0.5793849229812622,0.6957499980926514,0.6019161343574524,0.6837664246559143,0.0005
18,0.5761949419975281,0.6985626816749573,0.6056084632873535,0.6828664541244507,0.0005
19,0.5740512609481812,0.7006722092628479,0.6053306460380554,0.68174147605896,0.0005
20,0.5707526803016663,0.7039349675178528,0.6040899157524109,0.6852289438247681,0.0005
21,0.5636009573936462,0.708519697189331,0.6070145964622498,0.6861289143562317,0.00025
22,0.5620683431625366,0.7086040377616882,0.605080246925354,0.6856788992881775,0.00025
23,0.5600070953369141,0.710938572883606,0.6064357161521912,0.6869164109230042,0.00025
24,0.5588226318359375,0.711641788482666,0.6090855598449707,0.6865789294242859,0.000125
