,loss,accuracy,val_loss,val_accuracy,lr
0,0.9999657273292542,0.628587007522583,0.9988542795181274,0.6266849637031555,0.001
1,0.9606378078460693,0.6376680135726929,0.9853624105453491,0.6320930123329163,0.001
2,0.945521891117096,0.6429551839828491,0.9819164276123047,0.6357252597808838,0.001
3,0.9345415234565735,0.6466682553291321,0.9766977429389954,0.6366938352584839,0.001
4,0.9259070754051208,0.6496952772140503,0.9691970944404602,0.6363709568977356,0.001
5,0.918651819229126,0.652520477771759,0.9693635106086731,0.639034628868103,0.001
6,0.9117418527603149,0.6544376015663147,0.9648874998092651,0.6402453780174255,0.001
7,0.9054833054542542,0.656173050403595,0.9647720456123352,0.6406489610671997,0.001
8,0.9006177186965942,0.6572628021240234,0.9685124754905701,0.6401646733283997,0.001
9,0.8958630561828613,0.6586552262306213,0.9695219993591309,0.6395189166069031,0.001
10,0.8914132714271545,0.6600274443626404,0.9700396656990051,0.6376624703407288,0.001
11,0.8646230101585388,0.6667877435684204,0.9459187984466553,0.6411332488059998,0.00015
12,0.8603624105453491,0.6690277457237244,0.9471009373664856,0.6416175365447998,0.00015
13,0.8579366207122803,0.6694313287734985,0.9487241506576538,0.6408103704452515,0.00015
14,0.8558362722396851,0.6701174378395081,0.9499271512031555,0.6405682563781738,0.00015
15,0.849738597869873,0.6722565293312073,0.9445899724960327,0.6410525441169739,2.25e-05
16,0.8490809202194214,0.6718125939369202,0.9446268677711487,0.640971839427948,2.25e-05
17,0.8486844301223755,0.6716713309288025,0.9447607398033142,0.6411332488059998,2.25e-05
18,0.8483257293701172,0.6719538569450378,0.9449086785316467,0.6416175365447998,2.25e-05
19,0.8472611904144287,0.6720547080039978,0.9448243975639343,0.6432319283485413,3.375e-06
20,0.8471314311027527,0.6720547080039978,0.9448599815368652,0.6434740424156189,3.375e-06
21,0.8470622301101685,0.6721959710121155,0.9449036121368408,0.6434740424156189,3.375e-06
22,0.8469076752662659,0.6725592017173767,0.9448702335357666,0.6435547471046448,1e-06
23,0.8468841910362244,0.6726803183555603,0.9448800086975098,0.643393337726593,1e-06
24,0.8468658924102783,0.6726601123809814,0.9448918700218201,0.6433126330375671,1e-06
