,loss,accuracy,val_loss,val_accuracy,lr
0,0.0932961255311966,0.9842917919158936,0.02019205130636692,0.9945899844169617,0.001
1,0.022444847971200943,0.9933759570121765,0.027221960946917534,0.9928434491157532,0.001
2,0.017713556066155434,0.994472861289978,0.03981594741344452,0.9881150126457214,0.001
3,0.01566595770418644,0.9954952001571655,0.013216334395110607,0.9960809350013733,0.001
4,0.013156668283045292,0.9960277080535889,0.039906375110149384,0.9875186085700989,0.001
5,0.013003834523260593,0.9962087273597717,0.014058051630854607,0.9966773390769958,0.001
6,0.012048444710671902,0.9962832927703857,0.01708790846168995,0.994973361492157,0.001
7,0.0037627595011144876,0.9988072514533997,0.01438358798623085,0.996592104434967,0.00025
8,0.0026333658024668694,0.999116063117981,0.0051005687564611435,0.9986794590950012,0.00025
9,0.0023262337781488895,0.999275803565979,0.0227434691041708,0.9952289462089539,0.00025
