,loss,accuracy,val_loss,val_accuracy,lr
0,0.6063222885131836,0.6902624368667603,0.5805590748786926,0.7113043665885925,0.001
1,0.5848779678344727,0.7055025100708008,0.5756791234016418,0.7115651965141296,0.001
2,0.5763532519340515,0.7126116752624512,0.5746365785598755,0.7130434513092041,0.001
3,0.5702105164527893,0.7172859311103821,0.5740384459495544,0.709217369556427,0.001
4,0.5657826066017151,0.7200034856796265,0.5685023665428162,0.7135652303695679,0.001
5,0.561629593372345,0.7234167456626892,0.5664618611335754,0.7134782671928406,0.001
6,0.557940661907196,0.7266778349876404,0.5657243728637695,0.7153043746948242,0.001
7,0.5544414520263672,0.7280692458152771,0.5683764815330505,0.7113913297653198,0.001
8,0.5512054562568665,0.729764997959137,0.5685619711875916,0.7113043665885925,0.001
9,0.5482378602027893,0.7311128973960876,0.5636693835258484,0.7162608504295349,0.001
10,0.545682430267334,0.7330477833747864,0.5631194114685059,0.719565212726593,0.001
11,0.5430526733398438,0.7343087792396545,0.5645241141319275,0.7158260941505432,0.001
12,0.5405691862106323,0.7358088493347168,0.564250111579895,0.7160869836807251,0.001
13,0.5382965803146362,0.7371132969856262,0.5667435526847839,0.7126956582069397,0.001
14,0.5262486934661865,0.7451573014259338,0.5632792115211487,0.7159130573272705,0.00015
15,0.523805558681488,0.7465704083442688,0.5657347440719604,0.712782621383667,0.00015
16,0.5222294330596924,0.747809648513794,0.5676756501197815,0.7129565477371216,0.00015
17,0.5203942656517029,0.749288022518158,0.5594790577888489,0.7254782319068909,2.25e-05
18,0.5195225477218628,0.7497227787971497,0.5596994161605835,0.7254782319068909,2.25e-05
19,0.51926589012146,0.7499402165412903,0.5598129630088806,0.7253913283348083,2.25e-05
20,0.5190168619155884,0.7502445578575134,0.5600696206092834,0.7259130477905273,2.25e-05
21,0.5184859037399292,0.7506576776504517,0.5588884949684143,0.7262608408927917,3.375e-06
22,0.5183417797088623,0.7511359453201294,0.5587170720100403,0.7270434498786926,3.375e-06
23,0.518288791179657,0.7509837746620178,0.5587059855461121,0.7267826199531555,3.375e-06
24,0.5182480216026306,0.7509185671806335,0.5587319731712341,0.7266086935997009,3.375e-06
